NMDEPT;NMLOKASI;NMGIAT;PAGU_DIPA;REALISASI;BLOKIR;TAHUN
MAHKAMAH AGUNG;JAMBI;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;2682052000;2659094163;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Peningkatan Manajemen Peradilan Umum;3582702000;3276728092;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Peningkatan Manajemen Peradilan Agama;669308000;664502360;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Peningkatan Manajemen Peradilan Militer;107000000;106022400;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Peningkatan Manajemen Peradilan Tata Usaha Negara;38300000;37089000;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,60272E+11;1,52443E+11;0;2020
MAHKAMAH AGUNG;SUMATERA SELATAN;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;10357104000;10223582725;0;2020
MAHKAMAH AGUNG;LAMPUNG;Peningkatan Manajemen Peradilan Umum;2831594000;2646389500;0;2020
MAHKAMAH AGUNG;LAMPUNG;Peningkatan Manajemen Peradilan Agama;1053415000;1050574136;0;2020
MAHKAMAH AGUNG;LAMPUNG;Peningkatan Manajemen Peradilan Tata Usaha Negara;38300000;35437500;0;2020
MAHKAMAH AGUNG;LAMPUNG;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,67912E+11;1,63473E+11;0;2020
MAHKAMAH AGUNG;LAMPUNG;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;14214362000;13708772793;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Peningkatan Manajemen Peradilan Umum;2013113000;1969846738;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Peningkatan Manajemen Peradilan Agama;886479000;884116071;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Peningkatan Manajemen Peradilan Militer;56500000;56500000;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Peningkatan Manajemen Peradilan Tata Usaha Negara;36500000;28417000;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,31331E+11;1,28307E+11;0;2020
MAHKAMAH AGUNG;KALIMANTAN BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1734253000;1732672020;0;2020
MAHKAMAH AGUNG;KALIMANTAN TENGAH;Peningkatan Manajemen Peradilan Umum;1658975000;1563297950;0;2020
MAHKAMAH AGUNG;KALIMANTAN TENGAH;Peningkatan Manajemen Peradilan Agama;803957000;790690460;0;2020
MAHKAMAH AGUNG;KALIMANTAN TENGAH;Peningkatan Manajemen Peradilan Tata Usaha Negara;38300000;31800000;0;2020
MAHKAMAH AGUNG;KALIMANTAN TENGAH;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,24867E+11;1,21878E+11;0;2020
MAHKAMAH AGUNG;KALIMANTAN TENGAH;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;21386701000;14991010598;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Peningkatan Manajemen Peradilan Umum;2237841000;2063058073;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Peningkatan Manajemen Peradilan Agama;857856000;854142200;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Peningkatan Manajemen Peradilan Militer;51500000;48456500;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Peningkatan Manajemen Peradilan Tata Usaha Negara;41000000;33623000;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,73224E+11;1,70274E+11;0;2020
MAHKAMAH AGUNG;KALIMANTAN SELATAN;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;8854188000;8752120200;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Peningkatan Manajemen Peradilan Umum;1670360000;1565594467;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Peningkatan Manajemen Peradilan Agama;1063075000;1002533773;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Peningkatan Manajemen Peradilan Militer;65420000;65173550;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Peningkatan Manajemen Peradilan Tata Usaha Negara;35400000;29617900;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,29529E+11;1,23364E+11;0;2020
MAHKAMAH AGUNG;KALIMANTAN TIMUR;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;8370532000;7839397762;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Peningkatan Manajemen Peradilan Umum;1418145000;1249029843;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Peningkatan Manajemen Peradilan Agama;720691000;719574600;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Peningkatan Manajemen Peradilan Militer;86360000;85383850;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Peningkatan Manajemen Peradilan Tata Usaha Negara;46450000;46325000;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,23042E+11;1,17541E+11;0;2020
MAHKAMAH AGUNG;SULAWESI UTARA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;16655327000;16468159662;0;2020
MAHKAMAH AGUNG;SULAWESI TENGAH;Peningkatan Manajemen Peradilan Umum;1340835000;1279897019;0;2020
MAHKAMAH AGUNG;SULAWESI TENGAH;Peningkatan Manajemen Peradilan Agama;1139574000;1127855801;0;2020
MAHKAMAH AGUNG;SULAWESI TENGAH;Peningkatan Manajemen Peradilan Tata Usaha Negara;44300000;42508900;0;2020
MAHKAMAH AGUNG;SULAWESI TENGAH;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,08918E+11;1,07023E+11;0;2020
MAHKAMAH AGUNG;SULAWESI TENGAH;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;23642300000;23504741167;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Peningkatan Manajemen Peradilan Umum;3157885000;2998093404;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Peningkatan Manajemen Peradilan Agama;1636215000;1540237297;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Peningkatan Manajemen Peradilan Militer;115930000;112142100;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Peningkatan Manajemen Peradilan Tata Usaha Negara;333547000;276761712;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;3,21797E+11;3,09506E+11;0;2020
MAHKAMAH AGUNG;SULAWESI SELATAN;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;25066873000;24383937502;0;2020
MAHKAMAH AGUNG;SULAWESI TENGGARA;Peningkatan Manajemen Peradilan Umum;1703055000;1637706810;0;2020
MAHKAMAH AGUNG;SULAWESI TENGGARA;Peningkatan Manajemen Peradilan Agama;1255205000;1242609100;0;2020
MAHKAMAH AGUNG;SULAWESI TENGGARA;Peningkatan Manajemen Peradilan Tata Usaha Negara;40450000;39687000;0;2020
MAHKAMAH AGUNG;SULAWESI TENGGARA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,20971E+11;1,17545E+11;0;2020
MAHKAMAH AGUNG;SULAWESI TENGGARA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;14021760000;13908856591;0;2020
MAHKAMAH AGUNG;MALUKU;Peningkatan Manajemen Peradilan Umum;1112283000;1026429851;0;2020
MAHKAMAH AGUNG;MALUKU;Peningkatan Manajemen Peradilan Agama;749325000;748859300;0;2020
MAHKAMAH AGUNG;MALUKU;Peningkatan Manajemen Peradilan Militer;150459000;148260000;0;2020
MAHKAMAH AGUNG;MALUKU;Peningkatan Manajemen Peradilan Tata Usaha Negara;42200000;32400000;0;2020
MAHKAMAH AGUNG;MALUKU;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,05808E+11;99926348902;0;2020
MAHKAMAH AGUNG;MALUKU;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;2183000000;2168959000;0;2020
MAHKAMAH AGUNG;BALI;Peningkatan Manajemen Peradilan Umum;1860860000;1818551079;0;2020
MAHKAMAH AGUNG;BALI;Peningkatan Manajemen Peradilan Agama;75300000;74424000;0;2020
MAHKAMAH AGUNG;BALI;Peningkatan Manajemen Peradilan Militer;61097000;58592300;0;2020
MAHKAMAH AGUNG;BALI;Peningkatan Manajemen Peradilan Tata Usaha Negara;49800000;35660000;0;2020
MAHKAMAH AGUNG;BALI;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,26028E+11;1,21759E+11;0;2020
MAHKAMAH AGUNG;BALI;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;12735255000;12687701689;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA BARAT;Peningkatan Manajemen Peradilan Umum;1436106000;1304297882;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA BARAT;Peningkatan Manajemen Peradilan Agama;1577244000;1564079127;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA BARAT;Peningkatan Manajemen Peradilan Tata Usaha Negara;57300000;31730550;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,28189E+11;1,24646E+11;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;6686015000;6380274600;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Peningkatan Manajemen Peradilan Umum;2147080000;2073471941;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Peningkatan Manajemen Peradilan Agama;995875000;978172145;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Peningkatan Manajemen Peradilan Militer;80172000;80073000;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Peningkatan Manajemen Peradilan Tata Usaha Negara;52600000;31800000;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,5303E+11;1,50048E+11;0;2020
MAHKAMAH AGUNG;NUSA TENGGARA TIMUR;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;3985370000;3926629900;0;2020
MAHKAMAH AGUNG;PAPUA;Peningkatan Manajemen Peradilan Umum;1464601000;1326617729;0;2020
MAHKAMAH AGUNG;PAPUA;Peningkatan Manajemen Peradilan Agama;802797000;754280700;0;2020
MAHKAMAH AGUNG;PAPUA;Peningkatan Manajemen Peradilan Militer;249500000;236995000;0;2020
MAHKAMAH AGUNG;PAPUA;Peningkatan Manajemen Peradilan Tata Usaha Negara;57500000;40409000;0;2020
MAHKAMAH AGUNG;PAPUA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,14569E+11;1,08505E+11;0;2020
MAHKAMAH AGUNG;PAPUA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;9276315000;9154915291;0;2020
MAHKAMAH AGUNG;BENGKULU;Peningkatan Manajemen Peradilan Umum;1516985000;1406291605;0;2020
MAHKAMAH AGUNG;BENGKULU;Peningkatan Manajemen Peradilan Agama;421762000;420840500;0;2020
MAHKAMAH AGUNG;BENGKULU;Peningkatan Manajemen Peradilan Tata Usaha Negara;38800000;31344800;0;2020
MAHKAMAH AGUNG;BENGKULU;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,14444E+11;1,13095E+11;0;2020
MAHKAMAH AGUNG;BENGKULU;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;16180265000;15283404211;0;2020
MAHKAMAH AGUNG;MALUKU UTARA;Peningkatan Manajemen Peradilan Umum;1992863000;1820172602;0;2020
MAHKAMAH AGUNG;MALUKU UTARA;Peningkatan Manajemen Peradilan Agama;703500000;695120900;0;2020
MAHKAMAH AGUNG;MALUKU UTARA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;74651450000;70983312159;0;2020
MAHKAMAH AGUNG;MALUKU UTARA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;12445997000;12388999338;0;2020
MAHKAMAH AGUNG;BANTEN;Peningkatan Manajemen Peradilan Umum;1742760000;1612140871;0;2020
MAHKAMAH AGUNG;BANTEN;Peningkatan Manajemen Peradilan Agama;720300000;699386398;0;2020
MAHKAMAH AGUNG;BANTEN;Peningkatan Manajemen Peradilan Tata Usaha Negara;35750000;28920000;0;2020
MAHKAMAH AGUNG;BANTEN;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,358E+11;1,32732E+11;0;2020
MAHKAMAH AGUNG;BANTEN;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1532143000;1517272180;0;2020
MAHKAMAH AGUNG;KEPULAUAN BANGKA BELITUNG;Peningkatan Manajemen Peradilan Umum;1093854000;1076280543;0;2020
MAHKAMAH AGUNG;KEPULAUAN BANGKA BELITUNG;Peningkatan Manajemen Peradilan Agama;611937000;601219600;0;2020
MAHKAMAH AGUNG;KEPULAUAN BANGKA BELITUNG;Peningkatan Manajemen Peradilan Tata Usaha Negara;35300000;32502500;0;2020
MAHKAMAH AGUNG;KEPULAUAN BANGKA BELITUNG;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;64688901000;63907639904;0;2020
MAHKAMAH AGUNG;KEPULAUAN BANGKA BELITUNG;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;6294506000;5894380991;0;2020
MAHKAMAH AGUNG;GORONTALO;Peningkatan Manajemen Peradilan Umum;819335000;803813560;0;2020
MAHKAMAH AGUNG;GORONTALO;Peningkatan Manajemen Peradilan Agama;893856000;883100950;0;2020
MAHKAMAH AGUNG;GORONTALO;Peningkatan Manajemen Peradilan Tata Usaha Negara;35300000;32795500;0;2020
MAHKAMAH AGUNG;GORONTALO;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;78023712000;75702594998;0;2020
MAHKAMAH AGUNG;GORONTALO;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;2808839000;2802003460;0;2020
MAHKAMAH AGUNG;KEPULAUAN RIAU;Peningkatan Manajemen Peradilan Umum;1281390000;1223934770;0;2020
MAHKAMAH AGUNG;KEPULAUAN RIAU;Peningkatan Manajemen Peradilan Agama;463605000;452428736;0;2020
MAHKAMAH AGUNG;KEPULAUAN RIAU;Peningkatan Manajemen Peradilan Tata Usaha Negara;37700000;29135200;0;2020
MAHKAMAH AGUNG;KEPULAUAN RIAU;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;64750316000;63386361293;0;2020
MAHKAMAH AGUNG;KEPULAUAN RIAU;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1156000000;1152210200;0;2020
MAHKAMAH AGUNG;PAPUA BARAT;Peningkatan Manajemen Peradilan Umum;584950000;533008355;0;2020
MAHKAMAH AGUNG;PAPUA BARAT;Peningkatan Manajemen Peradilan Agama;202426000;201692700;0;2020
MAHKAMAH AGUNG;PAPUA BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;35104481000;32536738907;0;2020
MAHKAMAH AGUNG;PAPUA BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1350000000;1348181000;0;2020
MAHKAMAH AGUNG;SULAWESI BARAT;Peningkatan Manajemen Peradilan Umum;310875000;297760603;0;2020
MAHKAMAH AGUNG;SULAWESI BARAT;Peningkatan Manajemen Peradilan Agama;207900000;207880000;0;2020
MAHKAMAH AGUNG;SULAWESI BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;31852129000;30652838327;0;2020
MAHKAMAH AGUNG;SULAWESI BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;978500000;974901000;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Peningkatan Manajemen Peradilan Umum;392563000;373923300;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Peningkatan Manajemen Peradilan Agama;205815000;204222200;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;25186311000;24310063428;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1568625000;1558371325;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Peningkatan Manajemen Peradilan Umum;0;0;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Peningkatan Manajemen Peradilan Agama;0;-70000;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Peningkatan Manajemen Peradilan Tata Usaha Negara;0;0;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;Dukungan Manajemen dan Dukungan Teknis Lainnya Ditjen Badan Peradilan Militer dan Tata Usaha Negara (Badilmiltun);0;0;0;2020
MAHKAMAH AGUNG;KALIMANTAN UTARA;;0;0;0;2020
KEJAKSAAN REPUBLIK INDONESIA;KALIMANTAN UTARA;;0;-1;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelayanan Penyusunan Peraturan Perundang-Undangan dan Kerja Sama Hukum;1771966000;1677687891;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pembinaan dan Pengelolaan Kepegawaian di Kejagung, Kejati, Kejari dan Cabjari;55621718000;54294401754;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pembinaan Pengelolaan Keuangan dan Penerimaan Negara Bukan Pajak Kejaksaan RI;5,10682E+11;5,22902E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Perencanaan, Pengembangan Manajemen, Organisasi dan Tata Laksana, Pengolahan Data serta Pemantauan dan Penilaian;5918126000;5565072910;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pembinaan dan Pengelolaan Perlengkapan Kejaksaan RI;1,45788E+11;1,42353E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelayanan Ketatausahaan Kejaksaan RI, Pimpinan, Kerumahtanggaan, Keamanan dan Bina Kesejahteraan Pegawai;67752559000;65953198111;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Akuntabilitas Keuangan Kejaksaan RI;21750000;18257500;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelaksanaan Kegiatan Sosial Budaya dan Kemasyarakatan;935790000;918519455;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penyajian Data Statistik Kriminal dan Teknologi Informasi;92788756000;91040372117;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penelitian dan Pengembangan Kejaksaan Republik Indonesia;1308436000;1302769975;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Pembinaan di Kejagung, Kejati, Kejari dan Cabjari;1,44846E+11;1,42636E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pembangunan/Pengadaan/ Peningkatan Sarana dan Prasarana Kejaksaan RI;9,7891E+11;9,77722E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Pelaksanaan Tugas Pokok dan Wewenang di Wilayah I;98600000;13939994;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Pelaksanaan Tugas Pokok dan Wewenang di Wilayah II;98600000;28247146;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Pelaksanaan Tugas Pokok dan Wewenang di Wilayah III;98600000;28438360;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Pelaksanaan Tugas Pokok dan Wewenang di Wilayah IV;98600000;19540488;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Pelaksanaan Tugas Pokok dan Wewenang di Wilayah V;98600000;28665215;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pengawasan Aparatur Kejaksaan di Daerah Baik di Kejati, Kejari dan Cabjari dan Jajaran Pengawasan di Daerah;112800000;87296450;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Pengawasan;10942634000;9945208958;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelaksanaan Kegiatan Ekonomi dan Keuangan;1755700000;1621457277;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelaksanaan Kegiatan Teknologi Informasi dan Produksi Intelijen;2093990000;1893813134;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelaksanaan Kegiatan Ideologi, Politik, Pertahanan dan Keamanan;1177300000;1121741202;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Penyelidikan/Pengamanan/Penggalangan di Kejati, Kejari dan Cabjari;569446000;401016492;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penerangan dan Penyuluhan Hukum;4818128000;4593229827;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen Teknis Lainnya Jaksa Agung Muda Intelijen;8179373000;8008943509;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Tindak Pidana Terhadap Orang dan Harta Benda;252000000;251890430;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Tindak Pidana terhadap Keamanan Negara, Ketertiban Umum dan Tindak Pidana Umum Lainnya;982000000;980029459;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Terorisme dan Lintas Negara;300000000;298126840;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Pidana Umum di Kejaksaan Tinggi/Kejaksaan Negeri dan Cabang Kejaksaan Negeri;6813724000;6546383778;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Tindak Pidana Umum;19713419000;19706367552;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Penyelidikan dan Penyidikan Tindak Pidana Korupsi  dan Tindak Pidana Khusus Lainnya di Kejaksaan Agung RI;6141230000;5886702654;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Pra-Penuntutan dan Penuntutan Tindak Pidana Korupsi dan Tindak Pidana Khusus Lainnya di Kejaksaan Agung;4470733000;4261224487;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Pelaksanaan Kegiatan Pengamanan dan Pembangunan Strategis;954853000;875551510;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Upaya Hukum Luar Biasa, Eksekusi dan Eksaminasi Tindak Pidana Korupsi dan Tindak Pidana Khusus Lainnya;471470000;463455630;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Tindak Pidana Korupsi dan Tindak Pidana Khusus Lainnya di Kejati, Kejari dan Cabjari;1143960000;1039493179;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Tindak Pidana Khusus;9564395000;9155976564;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan dan Penyelesaian Pertimbangan Hukum;533500000;533402694;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan dan Penyelesaian Perkara Perdata;604000000;603802858;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Peningkatan Penanganan Perkara Tata Usaha Negara;571000000;570785400;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan dan Penyelesaian Perkara Perdata dan Tata Usaha Negara di Kejati, Kejari dan Cabjari;55700000;49328750;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Perdata dan Tata Usaha Negara;4163140000;4162369068;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Perkara Tindak Pidana Terhadap Narkotika dan Zat Adiktif Lainnya;660000000;657825308;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan Pra Penyidikan, Penyidikan, Penuntutan, Eksekusi dan Eksaminasi Tindak Pidana HAM Berat di Kejaksaan Agung RI;119690000;104707903;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penyelenggaraan Pendidikan dan Pelatihan Teknis Fungsional;38648185000;22260208887;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penyelenggaraan Pendidikan dan Pelatihan Manajemen dan Kepemimpinan;443200000;398594800;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Dukungan Manajemen Teknis Lainnya Badan Pendidikan dan Pelatihan Kejaksaan;1,10823E+11;1,07873E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;DKI JAKARTA;Penanganan dan Penyelesaian Pemulihan Aset yang terkait perkara;8582770000;6867690185;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Dukungan Manajemen dan Dukungan Teknis Lainnya Jaksa Agung Muda Pembinaan di Kejagung, Kejati, Kejari dan Cabjari;3,13283E+11;3,11936E+11;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Pembangunan/Pengadaan/ Peningkatan Sarana dan Prasarana Kejaksaan RI;3523782000;3498130100;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Peningkatan Pengawasan Aparatur Kejaksaan di Daerah Baik di Kejati, Kejari dan Cabjari dan Jajaran Pengawasan di Daerah;248800000;245806916;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Penanganan Penyelidikan/Pengamanan/Penggalangan di Kejati, Kejari dan Cabjari;768862000;646104360;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Penerangan dan Penyuluhan Hukum;988040000;927858600;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Penanganan Perkara Pidana Umum di Kejaksaan Tinggi/Kejaksaan Negeri dan Cabang Kejaksaan Negeri;12046268000;10069057094;0;2020
KEJAKSAAN REPUBLIK INDONESIA;JAWA BARAT;Penanganan Perkara Tindak Pidana Korupsi dan Tindak Pidana Khusus Lainnya di Kejati, Kejari dan Cabjari;4952560000;4233801030;0;2020
